date,bitcoin_price_USD
2020-08-06 20:52:26,854844.3468
2020-08-06 20:53:26,855081.2328
2020-08-06 20:54:26,855041.887
2020-08-06 20:55:27,854599.1154
2020-08-06 20:56:27,854750.2299
2020-08-06 20:57:27,854475.9806
2020-08-06 20:58:28,853695.7429
2020-08-06 20:59:28,853713.1667
